timestamp,sensor_id,plant_type,location,temperature_c,soil_moisture,light_level,pump_active
2023-07-03 03:00:00,A-1,Fiddle Leaf Fig,Living Room,15.21,49.15,381.25,0
2023-07-03 04:00:00,A-1,Fiddle Leaf Fig,Living Room,15.94,54.6,476.13,0
2023-07-03 05:00:00,A-1,Fiddle Leaf Fig,Living Room,17.39,45.97,667.24,0
2023-07-03 06:00:00,A-1,Fiddle Leaf Fig,Living Room,17.28,39.92,716.54,0
2023-07-03 07:00:00,A-1,Fiddle Leaf Fig,Living Room,19.54,34.82,949.4,1
2023-07-03 08:00:00,A-1,Fiddle Leaf Fig,Living Room,20.19,33.44,1142.9,1
2023-07-03 09:00:00,A-1,Fiddle Leaf Fig,Living Room,22.22,41.19,1162.22,0
2023-07-03 10:00:00,A-1,Fiddle Leaf Fig,Living Room,21.85,28.02,1263.84,1
2023-07-03 11:00:00,A-1,Fiddle Leaf Fig,Living Room,22.89,31.31,1334.16,1
2023-07-03 12:00:00,A-1,Fiddle Leaf Fig,Living Room,24.53,31.06,1430.44,1
2023-07-03 13:00:00,A-1,Fiddle Leaf Fig,Living Room,24.86,35.14,1305.13,0
2023-07-03 14:00:00,A-1,Fiddle Leaf Fig,Living Room,25.34,32.32,1388.51,1
2023-07-03 15:00:00,A-1,Fiddle Leaf Fig,Living Room,24.78,31.91,1316.26,1
2023-07-03 16:00:00,A-1,Fiddle Leaf Fig,Living Room,24.02,34.77,1251.32,1
2023-07-03 17:00:00,A-1,Fiddle Leaf Fig,Living Room,24.26,35.51,1142.61,0
2023-07-03 18:00:00,A-1,Fiddle Leaf Fig,Living Room,21.61,32.34,999.3,1
2023-07-03 19:00:00,A-1,Fiddle Leaf Fig,Living Room,21.88,34.46,1011.16,1
2023-07-03 20:00:00,A-1,Fiddle Leaf Fig,Living Room,20.01,36.23,846.55,0
2023-07-03 21:00:00,A-1,Fiddle Leaf Fig,Living Room,19.18,38.21,652.94,0
2023-07-03 22:00:00,A-1,Fiddle Leaf Fig,Living Room,18.46,36.96,592.93,0
2023-07-03 23:00:00,A-1,Fiddle Leaf Fig,Living Room,16.24,46.95,464.44,0
2023-07-04 00:00:00,A-1,Fiddle Leaf Fig,Living Room,15.32,51.87,214.6,0
2023-07-04 01:00:00,A-1,Fiddle Leaf Fig,Living Room,16.06,59.52,290.11,0
2023-07-04 02:00:00,A-1,Fiddle Leaf Fig,Living Room,14.78,54.51,341.09,0
2023-07-04 03:00:00,A-1,Fiddle Leaf Fig,Living Room,15.61,48.57,483.62,0
2023-07-04 04:00:00,A-1,Fiddle Leaf Fig,Living Room,15.34,41.19,607.68,0
2023-07-04 05:00:00,A-1,Fiddle Leaf Fig,Living Room,17.25,44.66,651.37,0
2023-07-04 06:00:00,A-1,Fiddle Leaf Fig,Living Room,18.14,43.52,838.54,0
2023-07-04 07:00:00,A-1,Fiddle Leaf Fig,Living Room,18.75,41.11,916.35,0
2023-07-04 08:00:00,A-1,Fiddle Leaf Fig,Living Room,20.03,38.89,1109.51,0
2023-07-04 09:00:00,A-1,Fiddle Leaf Fig,Living Room,21.32,41.21,1152.5,0
2023-07-04 10:00:00,A-1,Fiddle Leaf Fig,Living Room,22.44,29.55,1317.91,1
2023-07-04 11:00:00,A-1,Fiddle Leaf Fig,Living Room,23.93,27.16,1392.21,1
2023-07-04 12:00:00,A-1,Fiddle Leaf Fig,Living Room,23.37,33.47,1403.08,1
2023-07-04 13:00:00,A-1,Fiddle Leaf Fig,Living Room,25.31,35.54,1437.1,0
2023-07-04 14:00:00,A-1,Fiddle Leaf Fig,Living Room,24.96,31.92,1370.85,1
2023-07-04 15:00:00,A-1,Fiddle Leaf Fig,Living Room,24.28,32.1,1354.36,1
2023-07-04 16:00:00,A-1,Fiddle Leaf Fig,Living Room,24.28,32.66,1266.32,1
2023-07-04 17:00:00,A-1,Fiddle Leaf Fig,Living Room,23.69,33.71,1249.91,1
2023-07-04 18:00:00,A-1,Fiddle Leaf Fig,Living Room,22.34,30.23,980.37,1
2023-07-04 19:00:00,A-1,Fiddle Leaf Fig,Living Room,21.56,35.03,892.12,0
2023-07-04 20:00:00,A-1,Fiddle Leaf Fig,Living Room,20.06,38.27,877.56,0
2023-07-04 21:00:00,A-1,Fiddle Leaf Fig,Living Room,19.28,39.28,615.47,0
2023-07-04 22:00:00,A-1,Fiddle Leaf Fig,Living Room,18.24,,583.56,0
2023-07-04 23:00:00,A-1,Fiddle Leaf Fig,Living Room,16.29,39.66,478.83,0
2023-07-05 00:00:00,A-1,Fiddle Leaf Fig,Living Room,15.54,62.59,250.92,0
2023-07-05 01:00:00,A-1,Fiddle Leaf Fig,Living Room,15.21,55.47,174.25,0
2023-07-05 02:00:00,A-1,Fiddle Leaf Fig,Living Room,13.97,48.98,326.45,0
2023-07-05 03:00:00,A-1,Fiddle Leaf Fig,Living Room,15.51,47.24,444.24,0
2023-07-05 04:00:00,A-1,Fiddle Leaf Fig,Living Room,15.64,44.35,587.43,0
2023-07-05 05:00:00,A-1,Fiddle Leaf Fig,Living Room,16.72,42.33,639.97,0
2023-07-05 06:00:00,A-1,Fiddle Leaf Fig,Living Room,17.45,40.53,748.24,0
2023-07-05 07:00:00,A-1,Fiddle Leaf Fig,Living Room,18.11,40.44,898.53,0
2023-07-05 08:00:00,A-1,Fiddle Leaf Fig,Living Room,19.94,39.39,1049.28,0
2023-07-05 09:00:00,A-1,Fiddle Leaf Fig,Living Room,21.67,28.69,1160.34,1
2023-07-05 10:00:00,A-1,Fiddle Leaf Fig,Living Room,23.32,35.67,1256.65,0
2023-07-05 11:00:00,A-1,Fiddle Leaf Fig,Living Room,23.69,29.8,1334.19,1
2023-07-05 12:00:00,A-1,Fiddle Leaf Fig,Living Room,23.95,29.9,1313.84,1
2023-07-05 13:00:00,A-1,Fiddle Leaf Fig,Living Room,24.29,33.75,1484.36,1
2023-07-05 14:00:00,A-1,Fiddle Leaf Fig,Living Room,25.04,35.64,1341.89,0
2023-07-05 15:00:00,A-1,Fiddle Leaf Fig,Living Room,25.1,27.15,1296.8,1
2023-07-05 16:00:00,A-1,Fiddle Leaf Fig,Living Room,23.63,29.93,1297.25,1
2023-07-05 17:00:00,A-1,Fiddle Leaf Fig,Living Room,23.29,30.39,1176.52,1
2023-07-05 18:00:00,A-1,Fiddle Leaf Fig,Living Room,22.38,32.56,1014.95,1
2023-07-05 19:00:00,A-1,Fiddle Leaf Fig,Living Room,21.67,38.13,938.48,0
2023-07-05 20:00:00,A-1,Fiddle Leaf Fig,Living Room,19.67,35.55,828.53,0
2023-07-05 21:00:00,A-1,Fiddle Leaf Fig,Living Room,17.8,37.37,679.47,0
2023-07-05 22:00:00,A-1,Fiddle Leaf Fig,Living Room,17.47,40.57,479.12,0
2023-07-05 23:00:00,A-1,Fiddle Leaf Fig,Living Room,16.49,43.2,476.22,0
2023-07-06 00:00:00,A-1,Fiddle Leaf Fig,Living Room,15.93,50.61,287.12,0
2023-07-06 01:00:00,A-1,Fiddle Leaf Fig,Living Room,14.77,53.71,277.98,0
2023-07-06 02:00:00,A-1,Fiddle Leaf Fig,Living Room,15.04,56.35,323.12,0
2023-07-06 03:00:00,A-1,Fiddle Leaf Fig,Living Room,15.3,48.83,401.53,0
2023-07-06 04:00:00,A-1,Fiddle Leaf Fig,Living Room,15.81,49.84,643.44,0
2023-07-06 05:00:00,A-1,Fiddle Leaf Fig,Living Room,16.3,41.8,564.58,0
2023-07-06 06:00:00,A-1,Fiddle Leaf Fig,Living Room,17.51,43.0,883.82,0
2023-07-06 07:00:00,A-1,Fiddle Leaf Fig,Living Room,18.6,42.03,945.29,0
2023-07-06 08:00:00,A-1,Fiddle Leaf Fig,Living Room,19.26,38.51,1117.52,0
2023-07-06 09:00:00,A-1,Fiddle Leaf Fig,Living Room,21.09,36.34,1183.19,0
2023-07-06 10:00:00,A-1,Fiddle Leaf Fig,Living Room,22.92,34.22,1226.29,1
2023-07-06 11:00:00,A-1,Fiddle Leaf Fig,Living Room,23.3,31.09,1392.46,1
2023-07-06 12:00:00,A-1,Fiddle Leaf Fig,Living Room,24.2,30.47,1336.02,1
2023-07-06 13:00:00,A-1,Fiddle Leaf Fig,Living Room,25.02,35.18,1443.48,0
2023-07-06 14:00:00,A-1,Fiddle Leaf Fig,Living Room,24.61,25.78,1322.72,1
2023-07-06 15:00:00,A-1,Fiddle Leaf Fig,Living Room,25.58,27.82,1354.58,1
2023-07-06 16:00:00,A-1,Fiddle Leaf Fig,Living Room,24.38,33.27,1305.39,1
2023-07-06 17:00:00,A-1,Fiddle Leaf Fig,Living Room,23.65,36.79,1268.2,0
2023-07-06 18:00:00,A-1,Fiddle Leaf Fig,Living Room,22.01,34.43,1054.04,1
,,Fiddle Leaf Fig,Living Room,,,,0
2023-07-06 20:00:00,A-1,Fiddle Leaf Fig,Living Room,19.49,40.46,717.26,0
2023-07-06 21:00:00,A-1,Fiddle Leaf Fig,Living Room,18.74,45.08,649.7,0
2023-07-06 22:00:00,A-1,Fiddle Leaf Fig,Living Room,17.38,34.38,526.03,1
2023-07-06 23:00:00,A-1,Fiddle Leaf Fig,Living Room,16.44,,518.35,0
2023-07-07 00:00:00,A-1,Fiddle Leaf Fig,Living Room,15.16,55.72,240.88,0
2023-07-07 01:00:00,A-1,Fiddle Leaf Fig,Living Room,15.09,56.02,225.54,0
2023-07-07 02:00:00,A-1,Fiddle Leaf Fig,Living Room,14.94,60.54,338.65,0
2023-07-07 03:00:00,A-1,Fiddle Leaf Fig,Living Room,14.62,42.06,495.34,0
2023-07-07 04:00:00,A-1,Fiddle Leaf Fig,Living Room,15.08,48.25,549.85,0
2023-07-07 05:00:00,A-1,Fiddle Leaf Fig,Living Room,16.34,40.66,708.15,0
2023-07-07 06:00:00,A-1,Fiddle Leaf Fig,Living Room,17.74,41.89,761.37,0
2023-07-07 07:00:00,A-1,Fiddle Leaf Fig,Living Room,18.72,39.32,938.45,0
2023-07-07 08:00:00,A-1,Fiddle Leaf Fig,Living Room,19.82,40.0,1048.87,0
2023-07-07 09:00:00,A-1,Fiddle Leaf Fig,Living Room,20.82,32.5,1256.41,1
2023-07-07 10:00:00,A-1,Fiddle Leaf Fig,Living Room,21.67,30.18,1357.33,1
2023-07-07 11:00:00,A-1,Fiddle Leaf Fig,Living Room,23.13,28.4,1378.4,1
2023-07-07 12:00:00,A-1,Fiddle Leaf Fig,Living Room,23.45,34.73,1357.71,1
2023-07-07 13:00:00,A-1,Fiddle Leaf Fig,Living Room,24.81,33.06,1507.76,1
2023-07-07 14:00:00,A-1,Fiddle Leaf Fig,Living Room,24.36,26.16,1390.0,1
2023-07-07 15:00:00,A-1,Fiddle Leaf Fig,Living Room,25.11,,1317.12,0
2023-07-07 16:00:00,A-1,Fiddle Leaf Fig,Living Room,24.46,36.81,1318.23,0
2023-07-07 17:00:00,A-1,Fiddle Leaf Fig,Living Room,24.04,29.13,1082.05,1
2023-07-07 18:00:00,A-1,Fiddle Leaf Fig,Living Room,22.76,34.82,1024.04,1
2023-07-07 19:00:00,A-1,Fiddle Leaf Fig,Living Room,20.92,31.92,887.35,1
2023-07-07 20:00:00,A-1,Fiddle Leaf Fig,Living Room,19.53,39.2,931.62,0
2023-07-07 21:00:00,A-1,Fiddle Leaf Fig,Living Room,18.8,40.45,637.71,0
2023-07-07 22:00:00,A-1,Fiddle Leaf Fig,Living Room,18.07,42.36,504.51,0
2023-07-07 23:00:00,A-1,Fiddle Leaf Fig,Living Room,17.35,43.21,461.29,0
2023-07-08 00:00:00,A-1,Fiddle Leaf Fig,Living Room,15.98,56.03,136.53,0
2023-07-08 01:00:00,A-1,Fiddle Leaf Fig,Living Room,15.05,57.4,255.7,0
2023-07-08 02:00:00,A-1,Fiddle Leaf Fig,Living Room,15.19,54.47,361.43,0
2023-07-08 03:00:00,A-1,Fiddle Leaf Fig,Living Room,15.71,45.09,422.4,0
2023-07-08 04:00:00,A-1,Fiddle Leaf Fig,Living Room,15.88,48.16,550.05,0
2023-07-08 05:00:00,A-1,Fiddle Leaf Fig,Living Room,15.83,47.95,612.43,0
2023-07-08 06:00:00,A-1,Fiddle Leaf Fig,Living Room,17.48,42.17,834.08,0
2023-07-08 07:00:00,A-1,Fiddle Leaf Fig,Living Room,18.72,38.33,938.32,0
2023-07-08 08:00:00,A-1,Fiddle Leaf Fig,Living Room,20.11,41.32,1036.39,0
2023-07-08 09:00:00,A-1,Fiddle Leaf Fig,Living Room,20.85,36.12,1246.44,0
2023-07-08 10:00:00,A-1,Fiddle Leaf Fig,Living Room,22.63,34.15,1313.58,1
2023-07-08 11:00:00,A-1,Fiddle Leaf Fig,Living Room,24.07,36.9,1314.72,0
2023-07-08 12:00:00,A-1,Fiddle Leaf Fig,Living Room,24.11,36.39,1457.63,0
2023-07-08 13:00:00,A-1,Fiddle Leaf Fig,Living Room,24.57,28.52,1332.78,1
2023-07-08 14:00:00,A-1,Fiddle Leaf Fig,Living Room,24.98,35.66,1396.67,0
2023-07-08 15:00:00,A-1,Fiddle Leaf Fig,Living Room,24.33,30.58,1389.8,1
2023-07-08 16:00:00,A-1,Fiddle Leaf Fig,Living Room,23.77,32.38,1288.22,1
2023-07-08 17:00:00,A-1,Fiddle Leaf Fig,Living Room,23.78,31.31,1142.21,1
2023-07-08 18:00:00,A-1,Fiddle Leaf Fig,Living Room,22.18,38.43,1119.78,0
2023-07-08 19:00:00,A-1,Fiddle Leaf Fig,Living Room,21.01,37.85,905.9,0
2023-07-08 20:00:00,A-1,Fiddle Leaf Fig,Living Room,20.77,35.87,889.79,0
2023-07-08 21:00:00,A-1,Fiddle Leaf Fig,Living Room,18.51,41.05,680.78,0
2023-07-08 22:00:00,A-1,Fiddle Leaf Fig,Living Room,17.41,38.37,499.75,0
2023-07-08 23:00:00,A-1,Fiddle Leaf Fig,Living Room,16.1,45.71,400.03,0
2023-07-09 00:00:00,A-1,Fiddle Leaf Fig,Living Room,16.93,56.63,188.5,0
2023-07-09 01:00:00,A-1,Fiddle Leaf Fig,Living Room,15.69,54.39,288.62,0
2023-07-09 02:00:00,A-1,Fiddle Leaf Fig,Living Room,15.41,55.98,356.26,0
2023-07-09 03:00:00,A-1,Fiddle Leaf Fig,Living Room,15.76,50.52,417.55,0
2023-07-09 04:00:00,A-1,Fiddle Leaf Fig,Living Room,15.85,,520.0,0
2023-07-09 05:00:00,A-1,Fiddle Leaf Fig,Living Room,17.1,40.14,707.38,0
2023-07-09 06:00:00,A-1,Fiddle Leaf Fig,Living Room,17.88,46.68,732.49,0
2023-07-09 07:00:00,A-1,Fiddle Leaf Fig,Living Room,18.81,39.83,960.41,0
2023-07-09 08:00:00,A-1,Fiddle Leaf Fig,Living Room,20.09,36.94,1080.76,0
2023-07-09 09:00:00,A-1,Fiddle Leaf Fig,Living Room,21.09,38.62,1083.6,0
2023-07-09 10:00:00,A-1,Fiddle Leaf Fig,Living Room,22.68,33.6,1242.81,1
2023-07-09 11:00:00,A-1,Fiddle Leaf Fig,Living Room,22.52,31.61,1255.53,1
2023-07-09 12:00:00,A-1,Fiddle Leaf Fig,Living Room,23.72,33.72,1376.07,1
2023-07-09 13:00:00,A-1,Fiddle Leaf Fig,Living Room,25.32,35.02,1456.09,0
2023-07-09 14:00:00,A-1,Fiddle Leaf Fig,Living Room,24.89,30.75,1327.61,1
2023-07-09 15:00:00,A-1,Fiddle Leaf Fig,Living Room,25.15,30.56,1385.48,1
2023-07-09 16:00:00,A-1,Fiddle Leaf Fig,Living Room,24.37,34.74,1257.63,1
2023-07-09 17:00:00,A-1,Fiddle Leaf Fig,Living Room,23.36,32.18,1187.58,1
2023-07-09 18:00:00,A-1,Fiddle Leaf Fig,Living Room,22.73,31.35,1090.71,1
2023-07-09 19:00:00,A-1,Fiddle Leaf Fig,Living Room,21.46,37.29,995.97,0
2023-07-09 20:00:00,A-1,Fiddle Leaf Fig,Living Room,20.19,33.82,762.13,1
2023-07-09 21:00:00,A-1,Fiddle Leaf Fig,Living Room,18.55,41.86,586.92,0
2023-07-09 22:00:00,A-1,Fiddle Leaf Fig,Living Room,17.36,41.94,538.4,0
2023-07-09 23:00:00,A-1,Fiddle Leaf Fig,Living Room,16.12,41.66,477.08,0
2023-07-10 00:00:00,A-1,Fiddle Leaf Fig,Living Room,15.66,57.37,186.49,0
2023-07-10 01:00:00,A-1,Fiddle Leaf Fig,Living Room,14.97,55.32,379.52,0
2023-07-10 02:00:00,A-1,Fiddle Leaf Fig,Living Room,14.56,52.05,332.78,0
2023-07-10 03:00:00,A-1,Fiddle Leaf Fig,Living Room,15.13,46.9,435.68,0
2023-07-10 04:00:00,A-1,Fiddle Leaf Fig,Living Room,15.42,48.23,517.42,0
2023-07-10 05:00:00,A-1,Fiddle Leaf Fig,Living Room,16.07,45.67,757.09,0
2023-07-10 06:00:00,A-1,Fiddle Leaf Fig,Living Room,17.21,42.42,854.45,0
2023-07-10 07:00:00,A-1,Fiddle Leaf Fig,Living Room,19.18,46.22,953.58,0
2023-07-10 08:00:00,A-1,Fiddle Leaf Fig,Living Room,19.48,39.45,1033.87,0
2023-07-10 09:00:00,A-1,Fiddle Leaf Fig,Living Room,21.86,37.89,1127.43,0
2023-07-10 10:00:00,A-1,Fiddle Leaf Fig,Living Room,21.94,32.45,1297.31,1
2023-07-10 11:00:00,A-1,Fiddle Leaf Fig,Living Room,23.64,32.26,1395.13,1
2023-07-10 12:00:00,A-1,Fiddle Leaf Fig,Living Room,23.4,27.15,1339.88,1
2023-07-10 13:00:00,A-1,Fiddle Leaf Fig,Living Room,25.83,29.51,1318.35,1
2023-07-10 14:00:00,A-1,Fiddle Leaf Fig,Living Room,25.27,35.21,1322.27,0
2023-07-10 15:00:00,A-1,Fiddle Leaf Fig,Living Room,25.22,30.34,1356.77,1
2023-07-10 16:00:00,A-1,Fiddle Leaf Fig,Living Room,24.25,25.11,1322.22,1
2023-07-10 17:00:00,A-1,Fiddle Leaf Fig,Living Room,23.65,32.59,1192.81,1
2023-07-10 18:00:00,A-1,Fiddle Leaf Fig,Living Room,23.05,29.58,1024.93,1
2023-07-10 19:00:00,A-1,Fiddle Leaf Fig,Living Room,21.16,36.8,828.75,0
2023-07-10 20:00:00,A-1,Fiddle Leaf Fig,Living Room,20.32,35.41,730.4,0
2023-07-10 21:00:00,A-1,Fiddle Leaf Fig,Living Room,18.97,43.66,708.84,0
2023-07-10 22:00:00,A-1,Fiddle Leaf Fig,Living Room,17.68,41.45,604.61,0
2023-07-10 23:00:00,A-1,Fiddle Leaf Fig,Living Room,16.65,42.92,428.33,0
2023-07-11 00:00:00,A-1,Fiddle Leaf Fig,Living Room,15.6,57.62,163.3,0
2023-07-11 01:00:00,A-1,Fiddle Leaf Fig,Living Room,15.39,56.87,266.39,0
2023-07-11 02:00:00,A-1,Fiddle Leaf Fig,Living Room,13.95,50.09,477.79,0
2023-07-11 03:00:00,A-1,Fiddle Leaf Fig,Living Room,15.37,52.08,378.98,0
2023-07-11 04:00:00,A-1,Fiddle Leaf Fig,Living Room,15.81,50.62,507.13,0
2023-07-11 05:00:00,A-1,Fiddle Leaf Fig,Living Room,16.38,50.71,664.94,0
2023-07-11 06:00:00,A-1,Fiddle Leaf Fig,Living Room,17.28,42.72,803.37,0
2023-07-11 07:00:00,A-1,Fiddle Leaf Fig,Living Room,18.93,44.67,879.03,0
2023-07-11 08:00:00,A-1,Fiddle Leaf Fig,Living Room,20.5,38.54,1047.71,0
2023-07-11 09:00:00,A-1,Fiddle Leaf Fig,Living Room,22.01,32.87,1089.85,1
2023-07-11 10:00:00,A-1,Fiddle Leaf Fig,Living Room,22.86,37.78,1300.87,0
2023-07-11 11:00:00,A-1,Fiddle Leaf Fig,Living Room,23.4,27.83,1276.68,1
2023-07-11 12:00:00,A-1,Fiddle Leaf Fig,Living Room,23.55,27.91,1369.78,1
2023-07-11 13:00:00,A-1,Fiddle Leaf Fig,Living Room,24.53,35.73,1454.48,0
2023-07-11 14:00:00,A-1,Fiddle Leaf Fig,Living Room,25.03,29.58,1441.26,1
2023-07-11 15:00:00,A-1,Fiddle Leaf Fig,Living Room,24.82,25.69,1412.85,1
2023-07-11 16:00:00,A-1,Fiddle Leaf Fig,Living Room,24.67,31.07,1297.87,1
2023-07-11 17:00:00,A-1,Fiddle Leaf Fig,Living Room,23.73,34.54,1164.65,1
2023-07-11 18:00:00,A-1,Fiddle Leaf Fig,Living Room,22.06,37.23,1011.12,0
2023-07-11 19:00:00,A-1,Fiddle Leaf Fig,Living Room,20.99,38.14,1009.24,0
2023-07-11 20:00:00,A-1,Fiddle Leaf Fig,Living Room,19.93,34.96,792.04,1
2023-07-11 21:00:00,A-1,Fiddle Leaf Fig,Living Room,18.98,37.22,674.51,0
2023-07-11 22:00:00,A-1,Fiddle Leaf Fig,Living Room,18.2,40.68,535.91,0
2023-07-11 23:00:00,A-1,Fiddle Leaf Fig,Living Room,16.5,46.07,486.21,0
2023-07-12 00:00:00,A-1,Fiddle Leaf Fig,Living Room,15.92,61.64,150.22,0
2023-07-12 01:00:00,A-1,Fiddle Leaf Fig,Living Room,15.02,53.39,296.78,0
2023-07-12 02:00:00,A-1,Fiddle Leaf Fig,Living Room,15.91,53.56,289.49,0
2023-07-12 03:00:00,A-1,Fiddle Leaf Fig,Living Room,14.78,47.88,452.12,0
2023-07-12 04:00:00,A-1,Fiddle Leaf Fig,Living Room,16.28,42.62,620.84,0
2023-07-12 05:00:00,A-1,Fiddle Leaf Fig,Living Room,16.6,44.66,682.21,0
2023-07-12 06:00:00,A-1,Fiddle Leaf Fig,Living Room,16.78,45.21,704.34,0
2023-07-12 07:00:00,A-1,Fiddle Leaf Fig,Living Room,19.26,38.07,948.65,0
2023-07-12 08:00:00,A-1,Fiddle Leaf Fig,Living Room,19.45,35.84,1024.77,0
2023-07-12 09:00:00,A-1,Fiddle Leaf Fig,Living Room,21.2,37.75,1143.0,0
2023-07-12 10:00:00,A-1,Fiddle Leaf Fig,Living Room,22.73,30.31,1374.99,1
2023-07-12 11:00:00,A-1,Fiddle Leaf Fig,Living Room,22.92,38.5,1375.33,0
2023-07-12 12:00:00,A-1,Fiddle Leaf Fig,Living Room,24.38,28.8,1350.91,1
2023-07-12 13:00:00,A-1,Fiddle Leaf Fig,Living Room,25.14,30.14,1479.17,1
2023-07-12 14:00:00,A-1,Fiddle Leaf Fig,Living Room,24.73,31.34,1314.6,1
2023-07-12 15:00:00,A-1,Fiddle Leaf Fig,Living Room,25.22,31.96,1303.12,1
2023-07-12 16:00:00,A-1,Fiddle Leaf Fig,Living Room,24.58,28.62,1298.22,1
2023-07-12 17:00:00,A-1,Fiddle Leaf Fig,Living Room,23.09,35.02,1178.45,0
